player_id,name_first,name_last,hand,dob,ioc,height,wikidata_id
200063,Tatiana,Panova,R,19760813,RUS,154,Q269080
200064,Amanda,Coetzer,R,19711022,RSA,158,Q233339
200065,Amelie,Mauresmo,R,19790705,FRA,175,Q180872
200066,Cristina,Torrens Valero,R,19740912,ESP,171,Q271754
200067,Patty,Schnyder,L,19781214,SUI,168,Q231954
200068,Lilia,Osterloh,R,19780407,USA,170,Q258202
200069,Nadia,Petrova,R,19820608,RUS,178,Q11659
200070,Anne Gaelle,Sidot,L,19790724,FRA,172,Q1563349
200071,Lenka,Nemeckova,R,19760420,CZE,170,Q3229475
200072,Cara,Black,R,19790217,ZIM,167,Q229128
200073,Julie,Pullin,L,19751105,GBR,173,Q6308474
200074,Jane,Chi,R,19740621,USA,165,Q24347657
200075,Jing Qian,Yi,R,19740228,CHN,168,Q3572264
200076,Laurence,Courtois,R,19760118,BEL,172,Q221591
200077,Jennifer,Capriati,R,19760329,USA,170,Q11680
200078,Barbara,Schwartz,L,19790127,AUT,181,Q275571
200079,Kim,Clijsters,R,19830608,BEL,175,Q11685
200080,Dominique,Monami,R,19730531,BEL,170,Q270967
200081,Anke,Huber,R,19741204,GER,173,Q57401
200082,Kristie,Boogert,R,19731216,NED,178,Q262062
200083,Alexandra,Stevenson,R,19801215,USA,185,Q241637
200084,Asa,Carlsson,R,19750616,SWE,178,Q258930
200085,Ai,Sugiyama,R,19750705,JPN,163,Q229100
200086,Magdalena,Maleeva,R,19750401,BUL,168,Q238102
200087,Seda,Noorlander,R,19740522,NED,166,Q839952
200088,Adriana,Gersi,R,19760626,CZE,166,Q2825062
200089,Miriam,Oremans,R,19720909,NED,169,Q273481
200090,Anca,Barna,L,19770514,GER,175,Q72915
200091,Janet,Lee,R,19761022,TPE,175,Q455653
200092,Sandra,Nacuk,R,19800817,SCG,,Q2277033
200093,Amelie,Cocheteux,L,19780327,FRA,,Q461338
200094,Barbara,Rittner,R,19730425,GER,173,Q62208
200095,Linda,Wild,R,19710211,USA,,Q3241386
200096,Mary,Pierce,R,19750115,FRA,178,Q210695
200097,Nathalie,Tauziat,R,19671017,FRA,165,Q232633
200098,Henrieta,Nagyova,R,19781215,SVK,177,Q258901
200099,Sonya,Jeyaseelan,R,19760424,CAN,157,Q669082
200100,Amanda,Hopmans,R,19760211,NED,167,Q686752
200101,Jana,Kandarr,R,19760921,GER,181,Q73967
200102,Melissa,Dowse,R,19820427,AUS,,
200103,Evie,Dominikovic,R,19800529,AUS,173,Q468237
200104,Emilie,Loit,L,19790609,FRA,167,Q264580
200105,Rachel,Mcquillan,U,19711202,AUS,170,Q455711
200106,Angeles,Montolio,R,19750806,ESP,157,Q2626756
200107,Paola,Suarez,R,19760623,ARG,170,Q229474
200108,Elena,Dementieva,R,19811015,RUS,180,Q11667
200109,Nathalie,Dechy,R,19790221,FRA,177,Q229831
200110,Fabiola,Zuluaga,R,19790107,COL,172,Q237467
200111,Lina,Krasnoroutskaya,R,19840429,RUS,174,Q2419020
200112,Julie,Halard Decugis,R,19700910,FRA,173,Q241320
200113,Anna,Kournikova,R,19810607,RUS,173,Q131120
200114,Patricia,Wartusch,R,19780805,AUT,175,Q271724
200115,Brie,Rippner,R,19800121,USA,175,Q849668
200116,Natalia,Zvereva,R,19710416,BLR,174,Q233243
200117,Kveta,Peschke,R,19750709,CZE,165,Q234480
200118,Virginia,Ruano Pascual,R,19730921,ESP,169,Q229093
200119,Rita,Kuti Kis,L,19780213,HUN,176,Q735029
200120,Jelena,Dokic,R,19830412,AUS,175,Q283958
200121,Alina,Jidkova,R,19770118,RUS,168,Q269057
200122,Tina,Pisnik,R,19810219,SLO,172,Q287267
200123,Marlene,Weingartner,R,19800130,GER,174,Q70284
200124,Anne,Kremer,R,19751017,LUX,165,Q234906
200125,Corina,Morariu,R,19780126,USA,174,Q225589
200126,Marissa,Irvin,R,19800623,USA,170,
200127,Sarah,Pitkowski Malcor,R,19751113,FRA,,Q3473420
200128,Lindsay,Davenport,R,19760608,USA,189,Q11677
200129,Lesley,Turner,R,19420816,AUS,,Q263129
200130,Dorothy,Whitely,U,,AUS,,
200131,Judith,Dibar,U,19450510,ROU,,Q22210616
200132,Kay,Williams,U,,AUS,,
200133,Eva,Duldig,R,,NED,,
200134,Kerry,Ballard,U,19491216,AUS,,Q18015513
200135,Lorraine,Coghlan,R,19370923,AUS,155,Q2019897
200136,Valerie,Caulley,U,,AUS,,
200137,L,Griffiths,U,,AUS,,
200138,Sandra,Hole,U,,AUS,,
200139,Lita,Liem,L,19460227,INA,,Q6647376
200140,Beryl,Jenkins,U,,AUS,,
200141,Wendy,Gilchrist,L,19500517,AUS,,Q17438332
200142,Loris,Butterfield,U,,AUS,,
200143,Kathleen,Harter,R,19461027,USA,,Q1563355
200144,Margaret,Court,R,19420716,AUS,175,Q202342
200145,Kerry,Harris,R,19490919,AUS,173,Q454170
200146,Cynthia,Doerner,R,19510211,AUS,168,Q975605
200147,Geri,Shepard,U,,USA,,
200148,Marilyn,Tesch,U,,AUS,,Q18015520
200149,Helen,Sheedy,U,,AUS,,Q18012355
200150,Evonne,Goolagong,R,19510731,AUS,168,Q228559
200151,Ada,Bakker,U,19480408,NED,,Q16120147
200152,Gail,Sherriff,R,19450403,FRA,,Q461018
200153,Sheila,Washbourne,U,,AUS,,
200154,Sandra,Stephen,U,,AUS,,
200155,Lexie,Kenny,U,,AUS,,Q18012636
200156,Lynette,Mansfield,U,,AUS,,Q18012361
200157,Lynne,Nette,R,19420526,AUS,,
200158,Carol,Sherriff,R,19461020,AUS,,
200159,Rosie,Casals,R,19480916,USA,157,Q259328
200160,Judy,Tegart,R,19371212,AUS,,Q272065
200161,Janine,Whyte,U,,AUS,,
200162,Judith,Salome,U,19490210,NED,,Q19276930
200163,Helen,Oconnor,U,,AUS,,
200164,Joan,Johnson,U,,USA,,
200165,Lany,Kaligis,U,19490422,INA,,Q6487683
200166,Patricia,Edwards,U,,AUS,,
200167,Heather,Mckechnie,U,,AUS,,
200168,Karen,Krantzcke,R,19470201,AUS,188,Q299601
200169,Ann,Jenkins,U,,AUS,,
200170,Beverley,Rae,U,19291116,AUS,,
200171,Janet,Young,U,19511022,AUS,,Q3161931
200172,Caroline,Cooper,U,,AUS,,
200173,Kaye,Dening,U,,AUS,,
200174,Kerry,Wilkinson,U,,AUS,,
200175,Mary Ann,Eisel,U,19461125,USA,,Q1563951
200176,Kerry,Reid,R,19470807,AUS,166,Q259288
200177,Alison,Mckenzie,U,,AUS,,
200178,Sue,Hastings,U,,AUS,,
200179,Barbara,Hawcroft,R,19501013,AUS,,Q2883960
200180,Astrid,Suurbeek,U,19470215,NED,158,Q1258713
200181,Margaret,Starr,U,,AUS,,Q18012611
200182,E,Staples,U,,AUS,,
200183,Elena,Subirats,U,19471230,MEX,,Q8774746
200184,Helen,Gourlay,R,19461223,AUS,166,Q299638
200185,Lesley,Hunt,R,19500529,AUS,168,Q441468
200186,Yveline,Boy,U,,FRA,,
200187,Janine,Murdoch,U,,AUS,,
200188,Helen,Amos,R,19480630,AUS,,Q85909654
200189,Denise,Brennan,U,,AUS,,
200190,Billie Jean,King,R,19431122,USA,168,Q54527
200191,Frances,Luff,U,,AUS,,Q99657064
200192,Helen,Kayser,U,,AUS,,Q18016279
200193,Ann,Jones,L,19381007,GBR,,Q259356
200194,Francoise,Durr,R,19421225,FRA,162,Q263134
200195,Helen,Rush,U,,AUS,,
200196,Kerryl,Chute,U,19450420,AUS,,
200197,Pamela,Brand,U,19441205,AUS,,
200198,Caroline,Langsford,U,,AUS,,
200199,Sally,Irvine,U,,AUS,,Q18085293
200200,Norma,Marsh,U,19360113,AUS,,Q18015494
200201,Sharon,Thomson,U,,AUS,,
200202,Theresa,Van Haren,U,,AUS,,
200203,Vicki,Lancaster Kerr,U,19510126,AUS,,
200204,Sandra,Walsham,U,,AUS,,Q18012478
200205,Judy,Harris,U,,AUS,,
200206,L,Cameron,U,,AUS,,
200207,Cheryl,Norquay,U,,AUS,,
200208,Mandy,Morgan,U,,AUS,,Q18010830
200209,Wendy,Turnbull,R,19521126,AUS,164,Q259306
200210,Norma,Eastburn,U,,AUS,,
200211,Winnie,Shaw,R,19470118,GBR,,Q2479423
200212,Elizabeth,Allan,R,19461128,AUS,,
200213,Jan,Lehane,R,19410709,AUS,,Q2640230
200214,Christina,Sandberg,R,19480111,SWE,,Q1565643
200215,Susan,Alexander,R,,AUS,,Q18012436
200216,Janet,Fallis,U,,AUS,,Q18018389
200217,Adrienne,Avis,U,19501115,AUS,,
200218,DUPE Helen,Taylor,U,,AUS,,
200219,Patricia,Coleman,U,19530513,AUS,,Q3369087
200220,Patti,Hogan,R,19491221,USA,,Q3370160
200221,Dianne,Fromholtz,L,19560810,AUS,165,Q457833
200222,Anne,Coleman,U,,AUS,,Q18016290
200223,Sharon,Walsh Pete,R,19520224,USA,174,Q461080
200224,Kati,Athorne,U,,AUS,,
200225,Helen,Worland,R,19500428,AUS,,
200226,Mona,Guerrant,U,19481128,USA,,Q3320069
200227,Diane,James,U,,AUS,,
200228,Olga,Morozova,R,19490222,URS,170,Q259324
200229,Robyn,Knobel,U,,AUS,,Q18015528
200230,Patricia,Billing,U,,AUS,,
200231,Brenda,Dart,U,,AUS,,
200232,Ann,Lebedeff,U,19510504,USA,,Q18016300
200233,Chris,Matison,R,19511029,AUS,,Q2965954
200234,Pam,Whytcross,U,19531125,AUS,,Q445451
200235,Maureen,Mccalman,U,,AUS,,
200236,Patricia,King,U,,AUS,,
200237,Virginia,Wade,R,19450710,GBR,170,Q233234
200238,Nathalie,Fuchs,R,19520903,FRA,,Q3336584
200239,Kathy,Walker,U,,AUS,,
200240,Eugenia,Birioukova,R,19521218,AZE,,Q3059579
200241,Duk Hee,Lee,U,19530713,KOR,157,Q625153
200242,Helen,Young,U,,AUS,,
200243,Glynis,Coles,R,19540220,GBR,173,Q3109370
200244,Moira,Whitely,U,,AUS,,
200245,Soon Oh,Lee,U,19531004,KOR,,
200246,Leslie,Walker,U,,AUS,,
200247,Dorte,Ekner,U,19510502,DEN,,Q17370678
200248,Marion,Proisy,U,,FRA,,
200249,Joan,Walker,U,,ZIM,,
200250,Lindsay,Blachford,U,19530406,GBR,,Q59753362
200251,Kazuko,Sawamatsu,U,19510105,JPN,174,Q447231
200252,Monique,Van Haver,U,19480831,BEL,,Q17371506
200253,Kiyoko,Nomura,U,19541117,JPN,,
200254,Michele,Gurdal,U,19521130,BEL,,Q674358
200255,Lesley,Charles,U,19520715,GBR,,Q3236673
200256,Chris,Oneil,R,19560319,AUS,175,
200257,Helen,Crozier,U,,AUS,,
200258,Jeong Soon,Yang,U,19470226,KOR,,
200259,Chris,Evert,R,19541221,USA,168,Q14286
200260,Katerleen,Szeman,U,19561127,HUN,,
200261,Toshiko,Sade,U,19470308,JPN,,
200262,Jenny,Walker,U,19560409,AUS,,Q17362391
200263,Janet,Newberry,R,19530806,USA,170,Q3161924
200264,Helena,Anliot,R,19560926,SWE,168,Q3129593
200265,Lindsey,Beaven,R,19500101,GBR,,Q18015341
200266,Sue,Barker,R,19560419,GBR,165,Q239774
200267,Isabelle,Larsson,U,,SWE,,
200268,Frances,Candy,U,,AUS,,
200269,Jill,Schwikert,U,19540519,USA,,Q18010026
200270,Nellemieke,Brouwer,U,19520101,NED,,
200271,Margareta,Strandberg,U,19510320,SWE,,Q61670796
200272,Brenda,Dale,U,19410917,AUS,,
200273,Nerida,Gregory,U,19560513,AUS,,Q3338340
200274,Julie,Heldman,R,19451208,USA,170,Q1293027
200275,Ann,Kiyomura Hayashi,R,19550822,USA,,Q458438
200276,J D,Griffiths,U,,AUS,,
200277,Anneloes,Schothurst,U,,NED,,
200278,Sally,Arnott,U,,AUS,,
200279,Gail,Williams,U,,AUS,,
200280,Joy,Schwikert,U,19540519,USA,,Q18010000
200281,Jackie,Fayter,U,19510610,GBR,,Q3157398
200282,Jenny,Dimond,U,19551113,AUS,,Q86135385
200283,Pam,Teeguarden,R,19510417,USA,178,Q461253
200284,Nora,Blom,U,19510222,NED,,
200285,Mimi,Wikstedt,U,19540430,SWE,163,Q3314609
200286,Peggy,Michel,R,19490202,USA,,Q299610
200287,Miki,Yokobori,U,19750513,JPN,,
200288,Sue,Mappin,R,19470711,GBR,,Q3502956
200289,Chris,Cerato,U,,AUS,,
200290,Deborah,Fiuza,U,19540819,POR,,
200291,Dianne,Evers,R,19561109,AUS,,Q430332
200292,Vivicca,Andersson,U,,SWE,,
200293,Martina,Navratilova,L,19561018,USA,173,Q54545
200294,Gwen,Stirton,U,,AUS,,
200295,Ai,Iida,U,,JPN,,
200296,Belinda,Thompson,U,19560503,GBR,,
200297,Natasha,Chmyreva,U,19580528,URS,,Q15836320
200298,Laura,Dupont,R,19490504,USA,,Q1565163
200299,Kaye,Hallam,U,19570324,AUS,,Q17300639
200300,Sally,Greer,U,19550325,USA,,Q62612789
200301,Lois,Raymond,U,,AUS,,
200302,Linda,Mottram,R,19570517,GBR,,Q3241364
200303,Julie,Staines,U,,AUS,,
200304,Cheree,Walker,U,,NZL,,
200305,Carol,Draper,U,19550720,AUS,,
200306,Jan,Wilton,U,19570430,AUS,,Q17361983
200307,Kerry,Neill,U,,AUS,,
200308,Kym,Ruddell,U,19550719,AUS,,Q3200951
200309,Merrilyn,Robinson,U,,AUS,,
200310,Julie,Hanrahan,U,,AUS,,
200311,Cecilia,Martinez,U,19470524,USA,,Q2943727
200312,Frederique,Thibault,U,19540602,FRA,,Q20089808
200313,Lotta,Stenberg,U,19570212,SWE,,
200314,Brigitte,Simon Glinel,U,19561101,FRA,,Q2925479
200315,Nina,Bohm,R,19580430,SWE,,Q17438808
200316,Heidi,Eisterlehner,R,19491025,GER,172,Q1526139
200317,Helga,Masthoff,R,19411111,FRG,,Q469531
200318,Michelle,Tyler,U,19580708,GBR,,Q3311469
200319,Cathy,Griffiths,U,19560905,AUS,,
200320,Renata,Tomanova,R,19541209,GER,168,Q254047
200321,Elisabeth,Ekblom,U,19580210,SWE,,Q3051209
200322,Karen,Gulley,U,,AUS,,
200323,Rene,Blount,U,19570512,USA,,Q7312970
200324,Beth,Norton,R,19570613,USA,,Q2900076
200325,Leanne,Harrison Austin,L,19580410,AUS,168,Q3228657
200326,Naoko,Sato,U,19550102,JPN,163,Q3335842
200327,Birgitte,Hermansen,U,19560315,DEN,,
200328,Patricia,Bostrom,U,19511125,USA,,Q3369077
200329,Mary,Sawyer,U,19570611,AUS,169,Q17302233
200330,Sue,Saliba,U,19571014,AUS,,Q17307783
200331,Kim,Sands,U,19561011,USA,,Q3196796
200332,Amanda,Tobin,R,19600608,AUS,168,Q17438632
200333,Betsy,Nagelsen,R,19561023,USA,175,Q293082
200334,Sabina,Simmonds,R,19600417,ITA,170,Q3460536
200335,Judy,Chaloner,U,19531118,NZL,,Q1711148
200336,Keryn,Pratt,U,19590620,AUS,,Q17362156
200337,Virginia,Ruzici,R,19550131,ROU,173,Q239647
200338,Elizabeth,Little,U,19601003,AUS,,Q3051240
200339,Linda,Cassell,R,19620424,AUS,,Q17307334
200340,Marcella,Mesker,U,19590523,NED,,Q272703
200341,Jutta,Diesslin,U,19551012,FRG,,
200342,Chris,Newton,U,19560213,NZL,181,Q1077600
200343,Susan,Leo,R,19620810,AUS,,Q3505588
200344,Barbara,Jordan,R,19570402,USA,165,Q53570
200345,Brenda,Catton,U,19620104,AUS,,
200346,Anne,Minter,R,19630403,AUS,165,Q445472
200347,Bernadette,Randall,U,19650927,AUS,,Q20259421
200348,Hana,Mandlikova,R,19620219,AUS,173,Q255011
200349,Diane,Morrison,U,19580811,USA,,
200350,Felicia,Hutnick,U,19570720,USA,,
200351,Lindsay,Morse,U,19550124,USA,,Q3241448
200352,Greer,Stevens,R,19570215,RSA,168,Q516539
200353,Lele,Forood,U,19560910,USA,,Q6520835
200354,Claudia,Kohde Kilsch,R,19631211,GER,187,Q61142
200355,Diane,Desfor,R,19550615,USA,165,Q3026196
200356,Betty,Stove,R,19450624,NED,185,Q259282
200357,Rosalyn,Fairbank,R,19601102,USA,173,Q262006
200358,Marcie,Louie,R,19530910,USA,,Q3289995
200359,Christiane,Jolissaint,R,19610912,SUI,173,Q2965768
200360,Pam,Shriver,R,19620704,USA,183,Q54654
200361,Marie,Pinterova,R,19460816,HUN,175,Q1565130
200362,Liz,Smylie,R,19630411,AUS,170,Q264083
200363,Hana,Strachonova,R,19610102,SUI,165,Q30575937
200364,Barbara,Hallquist,R,19570501,USA,173,Q2883951
200365,Tanya,Harford,R,19581128,RSA,162,Q526823
200366,Sylvia,Hanika,L,19591130,GER,173,Q57977
200367,Nanette,Schutte,U,19620406,NED,,Q3335640
200368,Miranda,Yates,U,19631208,AUS,,
200369,Candy,Reynolds,R,19550324,USA,173,Q293096
200370,Marie Christine,Calleja,U,19640114,FRA,,Q17308126
200371,Mima,Jausovec,R,19560720,SLO,160,Q239728
200372,Bettina,Bunge,R,19630613,GER,173,Q63084
200373,Bonnie,Gadusek,R,19630911,USA,,Q2438371
200374,Helga,Lutten,R,19610727,GER,,Q84751470
200375,Barbara,Potter,L,19611022,USA,175,Q38129
200376,Katerina,Bohmova,L,19580122,CZE,,Q3194005
200377,Helena,Sukova,R,19650223,CZE,188,Q229151
200378,Anne,Smith,R,19590701,USA,165,Q270414
200379,Paula,Smith,R,19570110,USA,170,Q436523
200380,Nancy,Yeargin,R,19550522,USA,,Q23039626
200381,Andrea,Jaeger,R,19650604,USA,168,Q236648
200382,Isabelle,Villiger,R,19621124,SUI,,Q20993717
200383,Anne,Hobbs,R,19590821,GBR,167,Q515289
200384,Eva,Pfaff,R,19610210,GER,175,Q70368
200385,Brenda,Remilton,U,19560224,AUS,,Q2924407
200386,Corinne,Vanier,U,19630920,FRA,,Q16224807
200387,Anne,White,R,19610928,USA,180,Q510594
200388,Leslie,Allen,R,19570312,USA,,Q3236681
200389,Kathy,Jordan,R,19591203,USA,173,Q264493
200390,Mary Lou,Piatek,R,19610806,USA,,
200391,Sherry,Acker,R,19590606,USA,173,Q3481977
200392,Jo,Durie,R,19600727,GBR,163,Q436562
200393,Lea,Antonoplis,R,19590120,USA,165,Q3228607
200394,Marjorie,Blackwood,R,19570501,CAN,,Q3293941
200395,Catherine,Tanvier,R,19650528,FRA,174,Q267963
200396,Kim,Steinmetz,U,19571222,USA,,Q6409415
200397,Tracy,Austin,R,19621212,USA,165,Q53326
200398,Iva,Budarova,U,19600731,TCH,,Q3156045
200399,Jennifer,Mundel,L,19620120,RSA,178,Q3177094
200400,Kate,Latham,R,19521025,USA,168,Q6375594
200401,Manuela,Maleeva Fragniere,R,19670214,SUI,173,Q259343
200402,Wendy,White,R,19600929,USA,,
200403,Andrea,Leand,R,19640118,USA,173,Q2846358
200404,Zina,Garrison,R,19631116,USA,164,Q53546
200405,Susan,Mascarin,R,19640628,USA,173,Q3505594
200406,Claudia,Monteiro,U,19610508,BRA,,Q2978415
200407,Camille,Benjamin,L,19660602,USA,175,Q511745
200408,Alycia,Moulton,R,19610218,USA,,Q450264
200409,Petra,Delhees Jauch,L,19590328,SUI,,Q32296050
200410,Yvonne,Vermaak,R,19561218,RSA,156,Q510577
200411,Jane,Preyer,U,19531206,USA,,
200412,Vicki,Nelson,R,19620925,USA,168,Q3556956
200413,Heather,Ludloff,R,19610611,USA,165,Q3129084
200414,Steffi,Graf,R,19690614,GER,175,Q11662
200415,Catherine,Suire,R,19590915,FRA,167,Q515418
200416,Robin,White,R,19631210,USA,164,Q433961
200417,Gigi,Fernandez,U,19640222,USA,170,Q233332
200418,Amanda,Brown,U,19650502,GBR,,Q15869895
200419,Kathy,Rinaldi Stunkel,U,19670324,USA,,Q443446
200420,Anna Maria,Fernandez,U,19601022,USA,,Q2850553
200421,Pascale,Paradis Mangon,R,19660424,FRA,,Q548183
200422,Raffaella,Reggi Concato,U,19651127,ITA,170,Q264212
200423,Carling,Bassett Seguso,R,19671009,CAN,168,Q2533224
200424,Etsuko,Inoue,R,19641018,JPN,164,Q3059383
200425,Sophie,Amiach,R,19631110,FRA,165,Q3490838
200426,Kim,Staunton,U,19660324,AUS,,
200427,Beth,Herr,R,19640528,USA,170,Q510774
200428,Lori,Mcneil,U,19631218,USA,170,Q265490
200429,Elizabeth,Minter,L,19650823,AUS,,Q3051250
200430,Marcela,Skuherska,U,19610214,TCH,,Q3289508
200431,Lilian,Drescher,U,19650523,SUI,163,Q3240807
200432,Laura,Bernstein,U,19630317,USA,,Q85151227
200433,Kim,Jones,R,19570928,USA,,
200434,Shelley,Solomon,U,19630619,USA,,Q3481844
200435,Barbara,Gerken,U,19640703,USA,,Q2883946
200436,Carina,Karlsson,U,19630911,SWE,,Q2938791
200437,Annabel,Croft,R,19660712,GBR,,Q458541
200438,Michaela,Washington,U,19660227,USA,,Q13474294
200439,Jenny,Byrne,U,19670225,AUS,,Q458529
200440,Shawn,Foltz,R,19671221,USA,,Q96630768
200441,Louise,Field,U,19670225,AUS,,Q3263739
200442,Andrea,Temesvari,R,19660426,HUN,182,Q270408
200443,Sara,Gomer,L,19640513,GBR,188,Q25505
200444,Elise,Burgin,L,19620305,USA,,Q3051121
200445,Svetlana,Cherneva,U,19621008,RUS,,Q12509
200446,Colleen,Carney,R,19670123,AUS,,
200447,Adriana,Villagran Reami,U,19560807,ARG,,Q2825070
200448,Sandy,Collins,U,19581013,USA,178,Q511115
200449,Petra,Keppeler,U,19650322,GER,,Q3377573
200450,Larisa,Savchenko,U,19660721,URS,169,Q240695
200451,Beverly,Mould,R,19620313,RSA,160,Q2900390
200452,Tine,Scheuer Larsen,U,19660313,DEN,170,Q467706
200453,Catarina,Lindqvist Ryan,R,19630613,SWE,165,Q270182
200454,Myriam,Schropp,U,19660429,GER,,Q18540695
200455,Katerina,Maleeva,R,19690507,BUL,168,Q259847
200456,Masako,Yanagi,L,19591111,JPN,,Q16193239
200457,Andrea,Holikova,U,19680115,TCH,,Q2846348
200458,Rebecca,Bryant,U,19631220,AUS,,Q84513065
200459,Linda,Gates,U,19631001,USA,175,
200460,Regina,Marsikova,U,19581211,CZE,,Q459614
200461,Lisa,Spain Short,R,19620714,USA,,Q91012931
200462,Belinda,Cordwell,L,19650921,NZL,175,Q461059
200463,Terry,Holladay,L,19551128,USA,180,Q3518905
200464,Ann,Henricksson,U,19591031,USA,,Q760698
200465,Lisa,Bonder Kreiss,R,19651016,USA,,Q3242377
200466,Molly,Van Nostrand,R,19650312,USA,,Q3319632
200467,Janine,Tremelling,U,19670912,AUS,,Q3162019
200468,Hu,Na,U,19630416,USA,,Q455713
200469,Nicole,Bradtke,R,19690922,AUS,176,Q289753
200470,Dee Ann,Hansel,U,19620611,USA,,Q96619830
200471,Jamie,Golder,U,19620121,USA,,Q61994729
200472,Helen,Kelesi,R,19691115,CAN,,Q438296
200473,Beverly,Bowes,R,19650909,USA,,Q2900386
200474,Louise,Allen,U,19620107,USA,,Q6688606
200475,Lisa,Oneill,U,19680808,AUS,,
200476,Cammy,Macgregor,U,19681011,USA,168,Q2935183
200477,Susan,Rimes,U,19590415,USA,,Q84961979
200478,Caryn,Copeland Wilson,U,19610314,USA,,Q85010982
200479,Emiko,Okagawa,U,19641226,JPN,163,Q9253439
200480,Claudia,Porwik,U,19681114,GER,,Q73912
200481,Elna,Reinach,U,19681202,RSA,,Q433976
200482,Judith,Wiesner,R,19660302,AUT,,Q469585
200483,Kumiko,Okamoto,U,19650219,JPN,,Q3200377
200484,Ann,Devries,R,19700227,BEL,,Q2376709
200485,Manon,Bollegraf,R,19640410,NED,173,Q291677
200486,Csilla,Cserepy,U,19660329,SUI,,Q3006389
200487,Eva,Krapl,R,19660116,SUI,180,Q5415090
200488,Alison,Scott,U,19680208,AUS,,Q16449200
200489,Yukie,Koizumi,U,19580124,JPN,,Q61015681
